catalogue_id,status,block,metric,n_models,blind_ids,near_duplicate_count,block_recurrence_count,metric_recurrence_count,source_type_recurrence_count,near_duplicate_ids
C0215,support,posture,euclidean,8,M003;M011;M012;M015;M021;M036;M037;M038,10,2,1,1,C0213;C0214;C0215;C0216;C0217;C0220;C0221;C0222;C0625;C0927
C0216,support,posture,euclidean,8,M003;M011;M012;M021;M034;M036;M037;M038,18,2,1,1,C0213;C0214;C0215;C0216;C0217;C0218;C0219;C0220;C0221;C0222;C0223;C0293;C0617;C0625;C0927;C0929;C0933;C1054
C0217,support,posture,euclidean,9,M003;M011;M012;M021;M034;M036;M037;M038;M040,17,2,1,1,C0213;C0214;C0215;C0216;C0217;C0218;C0219;C0220;C0221;C0223;C0605;C0618;C0619;C0626;C0927;C0929;C1086
C0218,support,posture,euclidean,10,M003;M011;M012;M021;M034;M036;M037;M038;M040;M046,12,2,1,1,C0213;C0214;C0216;C0217;C0218;C0220;C0221;C0223;C0626;C0929;C1086;C1352
C0221,support,posture,euclidean,7,M003;M011;M012;M021;M036;M037;M038,18,2,1,1,C0213;C0214;C0215;C0216;C0217;C0218;C0219;C0220;C0221;C0222;C0223;C0605;C0625;C0626;C0927;C0928;C0929;C1140
C0222,support,posture,euclidean,6,M003;M011;M012;M021;M036;M038,6,2,1,1,C0215;C0216;C0221;C0222;C0625;C0928
C0248,support,posture,euclidean,3,M003;M012;M021,4,2,1,2,C0060;C0248;C0250;C1139
C0249,support,posture,euclidean,5,M003;M012;M021;M027;M035,5,2,1,1,C0240;C0242;C0249;C0250;C1139
C0261,support,posture,euclidean,10,M005;M007;M009;M010;M027;M030;M032;M054;M079;M080,9,2,1,1,C0261;C0264;C0265;C0266;C0267;C0268;C0270;C0274;C0639
C0262,support,posture,euclidean,5,M005;M007;M009;M010;M030,12,2,1,2,C0007;C0008;C0041;C0262;C0263;C0264;C0269;C0273;C0281;C0641;C0642;C0650
C0263,support,posture,euclidean,6,M005;M007;M009;M010;M030;M032,13,2,1,2,C0007;C0008;C0041;C0262;C0263;C0264;C0268;C0269;C0637;C0641;C0642;C0644;C0647
C0264,support,posture,euclidean,7,M005;M007;M009;M010;M030;M032;M054,21,2,1,2,C0007;C0008;C0041;C0261;C0262;C0263;C0264;C0265;C0266;C0267;C0268;C0269;C0634;C0636;C0638;C0639;C0640;C0642;C0643;C0644;C0651
C0266,support,posture,euclidean,9,M005;M007;M009;M010;M030;M032;M054;M055;M080,12,2,1,1,C0261;C0264;C0265;C0266;C0267;C0268;C0270;C0271;C0272;C0634;C0644;C0931
C0267,support,posture,euclidean,9,M005;M007;M009;M010;M030;M032;M054;M079;M080,9,2,1,1,C0261;C0264;C0265;C0266;C0267;C0268;C0270;C0271;C0644
C0268,support,posture,euclidean,8,M005;M007;M009;M010;M030;M032;M054;M080,12,2,1,1,C0261;C0263;C0264;C0265;C0266;C0267;C0268;C0269;C0272;C0639;C0643;C0644
C0269,support,posture,euclidean,6,M005;M007;M009;M010;M030;M054,12,2,1,2,C0007;C0008;C0262;C0263;C0264;C0268;C0269;C0641;C0644;C0645;C0651;C1090
C0271,support,posture,euclidean,10,M005;M009;M010;M028;M030;M032;M054;M055;M079;M080,10,2,1,1,C0265;C0266;C0267;C0270;C0271;C0272;C0274;C0279;C0931;C1005
C0272,support,posture,euclidean,9,M005;M009;M010;M028;M030;M032;M054;M055;M080,12,2,1,1,C0265;C0266;C0268;C0270;C0271;C0272;C0279;C0634;C0644;C0931;C1005;C1186
C0273,support,posture,euclidean,4,M005;M009;M010;M030,15,2,1,3,C0007;C0008;C0042;C0079;C0084;C0089;C0262;C0273;C0275;C0282;C0648;C0650;C0651;C1091;C1187
C0275,support,posture,euclidean,3,M005;M009;M030,3,2,1,1,C0273;C0275;C0650
C0281,support,posture,euclidean,4,M007;M009;M010;M030,11,2,1,3,C0007;C0008;C0009;C0010;C0061;C0062;C0262;C0280;C0281;C0282;C1091
C0282,support,posture,euclidean,3,M009;M010;M030,6,2,1,1,C0273;C0281;C0282;C0650;C1091;C1142
C0316,support,posture,euclidean,3,M015;M047;M050,3,2,1,1,C0316;C0317;C1493
C0318,support,posture,euclidean,10,M024;M027;M054;M055;M071;M072;M073;M074;M079;M080,10,2,1,1,C0318;C0319;C0320;C0322;C0329;C0332;C0356;C0357;C0361;C0805
C0319,support,posture,euclidean,10,M024;M027;M055;M071;M072;M073;M074;M076;M079;M080,11,2,1,1,C0318;C0319;C0320;C0321;C0322;C0332;C0361;C0810;C0939;C1061;C1065
C0320,support,posture,euclidean,9,M024;M054;M055;M071;M072;M073;M074;M079;M080,12,2,1,1,C0318;C0319;C0320;C0321;C0322;C0329;C0332;C0356;C0357;C0361;C0760;C0805
C0321,support,posture,euclidean,8,M024;M055;M071;M072;M073;M074;M076;M079,12,2,1,1,C0319;C0320;C0321;C0322;C0360;C0727;C0939;C1060;C1061;C1065;C1120;C1171
C0329,support,posture,euclidean,10,M027;M028;M054;M055;M071;M072;M073;M074;M079;M080,8,2,1,1,C0318;C0320;C0329;C0332;C0356;C0357;C0361;C0805
C0332,support,posture,euclidean,9,M027;M054;M055;M071;M072;M073;M074;M079;M080,10,2,1,1,C0318;C0319;C0320;C0329;C0332;C0356;C0357;C0361;C0760;C0805
C0348,support,posture,euclidean,7,M045;M049;M056;M057;M078;M081;M082,17,2,1,2,C0012;C0013;C0065;C0342;C0343;C0345;C0346;C0347;C0348;C0349;C0351;C0352;C0353;C0355;C0940;C0949;C1451
C0356,support,posture,euclidean,8,M054;M055;M071;M072;M073;M074;M079;M080,21,2,1,2,C0056;C0057;C0058;C0059;C0318;C0320;C0322;C0329;C0332;C0356;C0357;C0360;C0361;C0362;C0733;C0747;C0759;C0760;C0805;C0806;C0812
C0357,support,posture,euclidean,7,M054;M055;M071;M072;M073;M079;M080,14,2,1,1,C0318;C0320;C0329;C0332;C0356;C0357;C0358;C0361;C0362;C0805;C0806;C0814;C0952;C1025
C0360,support,posture,euclidean,6,M055;M071;M072;M073;M074;M079,14,2,1,2,C0056;C0057;C0058;C0059;C0321;C0356;C0360;C0361;C0362;C0811;C0812;C0951;C1065;C1171
C0361,support,posture,euclidean,7,M055;M071;M072;M073;M074;M079;M080,24,2,1,2,C0056;C0057;C0058;C0059;C0318;C0319;C0320;C0322;C0329;C0332;C0356;C0357;C0360;C0361;C0362;C0805;C0810;C0811;C0812;C0814;C0951;C0952;C1065;C1123
C0362,support,posture,euclidean,6,M055;M071;M072;M073;M079;M080,13,2,1,2,C0056;C0057;C0058;C0059;C0356;C0357;C0360;C0361;C0362;C0806;C0812;C0814;C0952
C0364,support,posture,euclidean,3,M071;M072;M073,11,2,1,3,C0018;C0019;C0066;C0067;C0081;C0364;C0808;C0813;C0815;C0953;C1172
C0509,support,v1_markers,euclidean,5,M011;M013;M022;M024;M073,7,2,1,1,C0430;C0507;C0508;C0509;C0510;C1133;C1705
C0569,support,v1_markers,euclidean,4,M077;M078;M081;M082,10,2,1,3,C0033;C0034;C0035;C0069;C0070;C0568;C0569;C0984;C1286;C1458
C0579,support,values_disclosure,euclidean,10,M002;M004;M071;M072;M073;M074;M076;M077;M079;M080,22,2,1,3,C0036;C0037;C0038;C0039;C0040;C0579;C0580;C0581;C0582;C0595;C0596;C0597;C0598;C0599;C0682;C0683;C0725;C0727;C0728;C0801;C0809;C0810
C0580,support,values_disclosure,euclidean,9,M002;M004;M072;M073;M074;M076;M077;M079;M080,19,2,1,3,C0036;C0037;C0038;C0039;C0040;C0579;C0580;C0581;C0582;C0595;C0596;C0597;C0598;C0599;C0682;C0683;C0725;C0728;C0809
C0596,support,values_disclosure,euclidean,10,M002;M027;M071;M072;M073;M074;M076;M077;M079;M080,20,2,1,3,C0036;C0037;C0038;C0039;C0040;C0579;C0580;C0595;C0596;C0597;C0598;C0599;C0682;C0683;C0688;C0689;C0698;C0801;C0809;C0810
C0597,support,values_disclosure,euclidean,9,M002;M071;M072;M073;M074;M076;M077;M079;M080,22,2,1,3,C0036;C0037;C0038;C0039;C0040;C0579;C0580;C0581;C0595;C0596;C0597;C0598;C0599;C0682;C0683;C0688;C0725;C0728;C0799;C0801;C0809;C0810
C0598,support,values_disclosure,euclidean,8,M002;M072;M073;M074;M076;M077;M079;M080,19,2,1,3,C0036;C0037;C0038;C0039;C0040;C0579;C0580;C0581;C0595;C0596;C0597;C0598;C0599;C0600;C0682;C0683;C0684;C0801;C0809
C0600,support,values_disclosure,euclidean,6,M002;M074;M076;M077;M079;M080,10,2,1,1,C0581;C0582;C0598;C0599;C0600;C0601;C0684;C0685;C0700;C1423
C0605,support,values_disclosure,euclidean,10,M003;M011;M012;M013;M021;M027;M036;M037;M038;M040,11,2,1,1,C0217;C0221;C0605;C0607;C0608;C0609;C0611;C0619;C0621;C0626;C0992
C0616,support,values_disclosure,euclidean,7,M003;M012;M015;M021;M037;M038;M040,12,2,1,1,C0214;C0611;C0612;C0613;C0614;C0615;C0616;C0621;C0626;C0994;C0995;C0997
C0617,support,values_disclosure,euclidean,9,M003;M012;M021;M027;M034;M035;M036;M037;M038,7,2,1,1,C0216;C0617;C0618;C0619;C0999;C1000;C1086
C0618,support,values_disclosure,euclidean,10,M003;M012;M021;M027;M034;M035;M036;M037;M038;M040,12,2,1,1,C0217;C0607;C0617;C0618;C0619;C0621;C0626;C0992;C0999;C1000;C1086;C1352
C0619,support,values_disclosure,euclidean,8,M003;M012;M021;M027;M036;M037;M038;M040,19,2,1,1,C0217;C0603;C0604;C0605;C0607;C0608;C0609;C0612;C0613;C0617;C0618;C0619;C0621;C0623;C0624;C0625;C0626;C0992;C0996
C0625,support,values_disclosure,euclidean,6,M003;M012;M021;M036;M037;M038,11,2,1,1,C0215;C0216;C0221;C0222;C0610;C0619;C0625;C0626;C0996;C1004;C1140
C0626,support,values_disclosure,euclidean,7,M003;M012;M021;M036;M037;M038;M040,19,2,1,1,C0214;C0217;C0218;C0221;C0603;C0605;C0607;C0608;C0611;C0616;C0618;C0619;C0621;C0625;C0626;C0992;C0997;C1086;C1140
C0634,support,values_disclosure,euclidean,10,M005;M007;M009;M010;M011;M028;M030;M032;M054;M055,12,2,1,2,C0041;C0264;C0266;C0272;C0634;C0639;C0642;C0643;C0644;C1005;C1186;C1261
C0636,support,values_disclosure,euclidean,10,M005;M007;M009;M010;M021;M027;M028;M030;M032;M054,11,2,1,2,C0041;C0264;C0635;C0636;C0637;C0638;C0639;C0640;C0642;C0643;C0644
C0637,support,values_disclosure,euclidean,8,M005;M007;M009;M010;M027;M028;M030;M032,13,2,1,2,C0041;C0263;C0635;C0636;C0637;C0638;C0639;C0640;C0641;C0642;C0643;C0644;C0647
C0638,support,values_disclosure,euclidean,10,M005;M007;M009;M010;M027;M028;M030;M032;M033;M054,13,2,1,2,C0041;C0264;C0635;C0636;C0637;C0638;C0639;C0640;C0642;C0643;C0644;C0645;C0649
C0639,support,values_disclosure,euclidean,9,M005;M007;M009;M010;M027;M028;M030;M032;M054,15,2,1,2,C0041;C0261;C0264;C0268;C0634;C0635;C0636;C0637;C0638;C0639;C0640;C0642;C0643;C0644;C0645
C0640,support,values_disclosure,euclidean,10,M005;M007;M009;M010;M027;M028;M030;M032;M054;M071,11,2,1,2,C0041;C0264;C0635;C0636;C0637;C0638;C0639;C0640;C0642;C0643;C0644
C0641,support,values_disclosure,euclidean,6,M005;M007;M009;M010;M028;M030,14,2,1,2,C0007;C0008;C0041;C0262;C0263;C0269;C0637;C0641;C0642;C0644;C0645;C0646;C0647;C0648
C0642,support,values_disclosure,euclidean,7,M005;M007;M009;M010;M028;M030;M032,22,2,1,2,C0007;C0008;C0041;C0262;C0263;C0264;C0634;C0635;C0636;C0637;C0638;C0639;C0640;C0641;C0642;C0643;C0644;C0646;C0647;C0648;C0653;C0654
C0643,support,values_disclosure,euclidean,9,M005;M007;M009;M010;M028;M030;M032;M033;M054,15,2,1,2,C0041;C0264;C0268;C0634;C0636;C0637;C0638;C0639;C0640;C0642;C0643;C0644;C0645;C0649;C1141
C0644,support,values_disclosure,euclidean,8,M005;M007;M009;M010;M028;M030;M032;M054,22,2,1,2,C0041;C0263;C0264;C0266;C0267;C0268;C0269;C0272;C0634;C0635;C0636;C0637;C0638;C0639;C0640;C0641;C0642;C0643;C0644;C0645;C0647;C1005
C0645,support,values_disclosure,euclidean,8,M005;M007;M009;M010;M028;M030;M033;M054,9,2,1,1,C0269;C0638;C0639;C0641;C0643;C0644;C0645;C0649;C1090
C0647,support,values_disclosure,euclidean,6,M005;M007;M010;M028;M030;M032,10,2,1,2,C0041;C0263;C0637;C0641;C0642;C0644;C0646;C0647;C0653;C0654
C0648,support,values_disclosure,euclidean,5,M005;M009;M010;M028;M030,8,2,1,2,C0041;C0273;C0641;C0642;C0648;C0649;C0650;C0652
C0650,support,values_disclosure,euclidean,4,M005;M009;M010;M030,15,2,1,3,C0007;C0008;C0042;C0079;C0084;C0089;C0262;C0273;C0275;C0282;C0648;C0650;C0651;C1091;C1187
C0651,support,values_disclosure,euclidean,5,M005;M009;M010;M030;M054,9,2,1,1,C0264;C0269;C0273;C0649;C0650;C0651;C1090;C1142;C1261
C0683,support,values_disclosure,euclidean,7,M072;M073;M074;M076;M077;M079;M080,22,2,1,3,C0036;C0037;C0038;C0039;C0040;C0579;C0580;C0595;C0596;C0597;C0598;C0599;C0682;C0683;C0684;C0685;C0725;C0728;C0799;C0801;C0809;C0810
C0684,support,values_disclosure,euclidean,6,M073;M074;M076;M077;M079;M080,9,2,1,1,C0581;C0598;C0599;C0600;C0682;C0683;C0684;C0685;C0809
C0686,support,values_disclosure,euclidean,4,M076;M077;M079;M080,6,2,1,1,C0141;C0601;C0685;C0686;C1098;C1503
C0689,support,values_owned,euclidean,9,M002;M015;M027;M071;M073;M074;M076;M077;M079,6,2,1,1,C0595;C0596;C0688;C0689;C0690;C0698
C0698,support,values_owned,euclidean,7,M002;M027;M071;M074;M076;M077;M079,9,2,1,1,C0596;C0688;C0689;C0690;C0697;C0698;C0699;C0700;C1014
C0700,support,values_owned,euclidean,6,M002;M027;M074;M076;M077;M079,7,2,1,1,C0600;C0690;C0697;C0698;C0699;C0700;C1014
C0704,support,values_owned,euclidean,9,M003;M004;M015;M024;M025;M047;M050;M051;M052,10,2,1,1,C0704;C0705;C0709;C0713;C0716;C0718;C0719;C0726;C0925;C0926
C0705,support,values_owned,euclidean,10,M003;M004;M015;M024;M025;M047;M050;M051;M052;M077,11,2,1,1,C0212;C0704;C0705;C0709;C0713;C0716;C0718;C0719;C0726;C0925;C0926
C0709,support,values_owned,euclidean,8,M003;M004;M024;M025;M047;M050;M051;M052,10,2,1,1,C0704;C0705;C0709;C0713;C0718;C0719;C0726;C1147;C1150;C1344
C0719,support,values_owned,euclidean,9,M004;M015;M024;M025;M047;M050;M051;M052;M077,8,2,1,1,C0704;C0705;C0709;C0716;C0718;C0719;C0726;C0926
C0725,support,values_owned,euclidean,10,M004;M015;M071;M072;M073;M074;M076;M077;M079;M080,18,2,1,3,C0036;C0037;C0038;C0039;C0040;C0579;C0580;C0595;C0597;C0682;C0683;C0725;C0727;C0728;C0799;C0801;C0809;C0810
C0733,support,values_owned,euclidean,9,M004;M054;M071;M072;M073;M074;M075;M079;M080,9,2,1,1,C0356;C0732;C0733;C0734;C0735;C0758;C0759;C0760;C0805
C0747,support,values_owned,euclidean,9,M005;M007;M054;M071;M072;M073;M074;M079;M080,13,2,1,1,C0356;C0741;C0744;C0745;C0746;C0747;C0748;C0749;C0750;C0758;C0759;C0760;C0805
C0759,support,values_owned,euclidean,9,M007;M054;M071;M072;M073;M074;M075;M079;M080,11,2,1,1,C0356;C0732;C0733;C0734;C0746;C0747;C0748;C0758;C0759;C0760;C0805
C0760,support,values_owned,euclidean,8,M007;M054;M071;M072;M073;M074;M079;M080,18,2,1,2,C0056;C0057;C0058;C0059;C0320;C0332;C0356;C0733;C0745;C0746;C0747;C0748;C0758;C0759;C0760;C0805;C0806;C0812
C0765,support,values_owned,euclidean,4,M015;M024;M025;M052,4,2,1,1,C0765;C0767;C1194;C1588
C0768,support,values_owned,euclidean,10,M015;M024;M043;M044;M052;M071;M074;M076;M077;M079,13,2,1,1,C0768;C0769;C0781;C0782;C0783;C0784;C0785;C0786;C0790;C0791;C0793;C0847;C0848
C0769,support,values_owned,euclidean,9,M015;M024;M043;M044;M052;M074;M076;M077;M079,15,2,1,1,C0714;C0761;C0763;C0768;C0769;C0781;C0782;C0783;C0784;C0785;C0786;C0788;C0791;C0793;C0847
C0781,support,values_owned,euclidean,10,M015;M043;M044;M052;M053;M071;M074;M076;M077;M079,15,2,1,1,C0768;C0769;C0781;C0782;C0783;C0784;C0785;C0786;C0787;C0788;C0790;C0791;C0793;C0847;C0848
C0782,support,values_owned,euclidean,9,M015;M043;M044;M052;M053;M074;M076;M077;M079,13,2,1,1,C0768;C0769;C0781;C0782;C0783;C0784;C0785;C0786;C0787;C0788;C0791;C0793;C0847
C0783,support,values_owned,euclidean,10,M015;M043;M044;M052;M071;M072;M074;M076;M077;M079,14,2,1,1,C0768;C0769;C0781;C0782;C0783;C0784;C0785;C0786;C0789;C0790;C0791;C0793;C0847;C0848
C0784,support,values_owned,euclidean,9,M015;M043;M044;M052;M071;M074;M076;M077;M079,16,2,1,1,C0768;C0769;C0781;C0782;C0783;C0784;C0785;C0786;C0788;C0789;C0790;C0791;C0793;C0847;C0848;C0849
C0785,support,values_owned,euclidean,7,M015;M043;M044;M052;M074;M076;M077,19,2,1,2,C0052;C0053;C0054;C0055;C0714;C0761;C0768;C0769;C0781;C0782;C0783;C0784;C0785;C0786;C0787;C0792;C0793;C0794;C0847
C0786,support,values_owned,euclidean,8,M015;M043;M044;M052;M074;M076;M077;M079,16,2,1,1,C0768;C0769;C0781;C0782;C0783;C0784;C0785;C0786;C0788;C0790;C0791;C0792;C0793;C0847;C0848;C0850
C0789,support,values_owned,euclidean,10,M015;M043;M044;M071;M072;M073;M074;M076;M077;M079,12,2,1,1,C0783;C0784;C0789;C0790;C0791;C0793;C0799;C0801;C0823;C0825;C0855;C0883
C0790,support,values_owned,euclidean,9,M015;M043;M044;M071;M072;M074;M076;M077;M079,16,2,1,1,C0768;C0781;C0783;C0784;C0786;C0788;C0789;C0790;C0791;C0793;C0799;C0823;C0841;C0847;C0853;C0855
C0791,support,values_owned,euclidean,8,M015;M043;M044;M071;M074;M076;M077;M079,16,2,1,1,C0768;C0769;C0781;C0782;C0783;C0784;C0786;C0788;C0789;C0790;C0791;C0792;C0793;C0842;C0847;C0848
C0793,support,values_owned,euclidean,7,M015;M043;M044;M074;M076;M077;M079,21,2,1,2,C0052;C0053;C0054;C0055;C0768;C0769;C0781;C0782;C0783;C0784;C0785;C0786;C0787;C0788;C0789;C0790;C0791;C0792;C0793;C0794;C0847
C0795,support,values_owned,euclidean,4,M015;M043;M044;M077,9,2,1,2,C0052;C0053;C0054;C0055;C0779;C0794;C0795;C0800;C1210
C0805,support,values_owned,euclidean,7,M054;M071;M072;M073;M074;M079;M080,25,2,1,2,C0056;C0057;C0058;C0059;C0318;C0320;C0329;C0332;C0356;C0357;C0361;C0732;C0733;C0746;C0747;C0758;C0759;C0760;C0805;C0806;C0810;C0811;C0812;C0814;C1025
C0806,support,values_owned,euclidean,6,M054;M071;M072;M073;M079;M080,13,2,1,2,C0056;C0057;C0058;C0059;C0356;C0357;C0362;C0760;C0805;C0806;C0812;C0814;C1025
C0808,support,values_owned,euclidean,3,M071;M072;M073,11,2,1,3,C0018;C0019;C0066;C0067;C0081;C0364;C0808;C0813;C0815;C0953;C1172
C0811,support,values_owned,euclidean,5,M071;M072;M073;M074;M079,20,2,1,3,C0018;C0019;C0056;C0057;C0058;C0059;C0066;C0067;C0081;C0360;C0361;C0805;C0810;C0811;C0812;C0813;C0816;C0953;C1065;C1171
C0813,support,values_owned,euclidean,4,M071;M072;M073;M079,7,2,1,1,C0364;C0808;C0811;C0813;C0814;C0817;C1025
C0814,support,values_owned,euclidean,5,M071;M072;M073;M079;M080,17,2,1,2,C0056;C0057;C0058;C0059;C0357;C0361;C0362;C0735;C0749;C0805;C0806;C0810;C0812;C0813;C0814;C0815;C1172
C0815,support,values_owned,euclidean,4,M071;M072;M073;M080,7,2,1,1,C0364;C0808;C0814;C0815;C0818;C0952;C1172
C0818,support,values_owned,euclidean,3,M072;M073;M080,3,2,1,1,C0815;C0818;C1172
C0823,support,values_wishes,euclidean,10,M002;M015;M043;M044;M071;M072;M073;M074;M076;M077,8,2,1,1,C0789;C0790;C0820;C0821;C0823;C0824;C0825;C0829
C0829,support,values_wishes,euclidean,7,M002;M043;M071;M072;M073;M074;M076,7,2,1,1,C0823;C0824;C0825;C0827;C0828;C0829;C1170
C0841,support,values_wishes,euclidean,10,M015;M041;M043;M044;M071;M072;M076;M077;M079;M080,6,2,1,1,C0790;C0841;C0854;C0868;C0869;C0870
C0842,support,values_wishes,euclidean,9,M015;M043;M044;M047;M051;M071;M074;M077;M079,5,2,1,1,C0791;C0842;C0843;C0856;C1034
C0847,support,values_wishes,euclidean,10,M015;M043;M044;M049;M052;M071;M074;M076;M077;M079,16,2,1,1,C0768;C0769;C0781;C0782;C0783;C0784;C0785;C0786;C0790;C0791;C0793;C0847;C0848;C0849;C0850;C0875
C0848,support,values_wishes,euclidean,9,M015;M043;M044;M049;M052;M071;M076;M077;M079,10,2,1,1,C0768;C0781;C0783;C0784;C0786;C0791;C0847;C0848;C0849;C0875
C0849,support,values_wishes,euclidean,8,M015;M043;M044;M049;M052;M071;M077;M079,7,2,1,1,C0784;C0847;C0848;C0849;C0850;C0875;C0888
C0850,support,values_wishes,euclidean,9,M015;M043;M044;M049;M052;M073;M074;M077;M079,7,2,1,1,C0786;C0847;C0849;C0850;C0851;C0857;C0889
C0853,support,values_wishes,euclidean,10,M015;M043;M044;M050;M071;M072;M074;M076;M079;M080,7,2,1,1,C0790;C0853;C0854;C0855;C0861;C0883;C0891
C0855,support,values_wishes,euclidean,10,M015;M043;M044;M071;M072;M073;M074;M076;M079;M080,16,2,1,1,C0789;C0790;C0799;C0801;C0810;C0830;C0831;C0845;C0853;C0854;C0855;C0878;C0879;C0883;C0884;C0885
C0878,support,values_wishes,euclidean,10,M043;M044;M053;M071;M072;M073;M074;M076;M079;M080,9,2,1,1,C0810;C0855;C0876;C0877;C0878;C0879;C0883;C0884;C0885
C0884,support,values_wishes,euclidean,8,M043;M044;M071;M072;M073;M074;M079;M080,16,2,1,2,C0056;C0057;C0058;C0059;C0812;C0830;C0831;C0837;C0845;C0855;C0878;C0879;C0882;C0883;C0884;C0885
C0925,support,posture,euclidean,7,M003;M004;M015;M024;M047;M050;M051,8,2,1,1,C0149;C0212;C0704;C0705;C0925;C0926;C1344;C1700
C0926,support,posture,euclidean,8,M003;M004;M015;M024;M047;M050;M051;M077,8,2,1,1,C0149;C0212;C0704;C0705;C0719;C0925;C0926;C1344
C0929,support,posture,euclidean,7,M003;M011;M021;M034;M036;M037;M038,16,2,1,1,C0213;C0214;C0216;C0217;C0218;C0219;C0220;C0221;C0223;C0293;C0927;C0929;C0937;C1054;C1140;C1167
C0931,support,posture,euclidean,8,M005;M010;M028;M030;M032;M054;M055;M080,7,2,1,1,C0266;C0271;C0272;C0279;C0931;C0932;C1005
C0952,support,posture,euclidean,5,M055;M071;M072;M073;M080,6,2,1,1,C0357;C0361;C0362;C0815;C0952;C1172
C0953,support,posture,euclidean,4,M071;M072;M073;M074,13,2,1,3,C0018;C0019;C0066;C0067;C0081;C0364;C0808;C0811;C0951;C0953;C1170;C1245;C1372
C0970,support,v1_markers,euclidean,5,M011;M013;M022;M024;M076,5,2,1,1,C0430;C0510;C0970;C1177;C1705
C0983,support,v1_markers,euclidean,4,M058;M078;M081;M082,5,2,1,1,C0568;C0983;C1181;C1286;C1458
C0984,support,v1_markers,euclidean,3,M077;M078;M081,9,2,1,3,C0033;C0034;C0035;C0069;C0070;C0550;C0569;C0984;C1280
C1005,support,values_disclosure,euclidean,9,M005;M009;M010;M011;M028;M030;M032;M054;M055,8,2,1,1,C0271;C0272;C0634;C0644;C0931;C1005;C1186;C1261
C1025,support,values_owned,euclidean,5,M054;M071;M072;M073;M079,6,2,1,1,C0357;C0805;C0806;C0807;C0813;C1025
C1065,support,posture,euclidean,7,M055;M071;M072;M073;M074;M076;M079,14,2,1,1,C0319;C0321;C0322;C0360;C0361;C0810;C0811;C0939;C0951;C1060;C1061;C1065;C1170;C1171
C1086,support,values_disclosure,euclidean,10,M003;M012;M021;M034;M035;M036;M037;M038;M040;M046,9,2,1,1,C0217;C0218;C0617;C0618;C0626;C1086;C1352;C1410;C1573
C1090,support,values_disclosure,euclidean,6,M005;M009;M010;M030;M033;M054,5,2,1,1,C0269;C0645;C0649;C0651;C1090
C1091,support,values_disclosure,euclidean,3,M009;M010;M030,6,2,1,1,C0273;C0281;C0282;C0650;C1091;C1142
C1128,support,posture,euclidean,3,M049;M078;M082,4,2,1,1,C1126;C1128;C1211;C1680
C1133,support,v1_markers,euclidean,4,M013;M022;M024;M073,4,2,1,1,C0509;C1133;C1247;C1599
C1139,support,values_disclosure,euclidean,4,M003;M012;M021;M027,6,2,1,2,C0060;C0248;C0249;C0620;C1139;C1314
C1140,support,values_disclosure,euclidean,5,M003;M021;M036;M037;M038,8,2,1,1,C0221;C0625;C0626;C0929;C1000;C1004;C1140;C1259
C1142,support,values_disclosure,euclidean,4,M009;M010;M030;M054,5,2,1,1,C0282;C0651;C1091;C1142;C1353
C1172,support,posture,euclidean,4,M071;M072;M073;M080,7,2,1,1,C0364;C0808;C0814;C0815;C0818;C0952;C1172
C1186,support,values_disclosure,euclidean,8,M005;M009;M010;M011;M028;M030;M054;M055,6,2,1,1,C0272;C0634;C1005;C1186;C1261;C1533
C1187,support,values_disclosure,euclidean,3,M005;M010;M030,8,2,1,2,C0042;C0079;C0084;C0089;C0273;C0650;C0652;C1187
C1194,support,values_owned,euclidean,3,M024;M025;M052,7,2,1,2,C0073;C0092;C0765;C1194;C1417;C1561;C1588
C1210,support,posture,euclidean,3,M043;M044;M077,3,2,1,1,C0795;C1210;C1328
C1211,support,posture,euclidean,4,M049;M078;M081;M082,6,2,1,1,C0353;C0355;C1128;C1211;C1286;C1458
C1229,support,values_owned,euclidean,6,M004;M011;M013;M022;M024;M025,5,2,1,1,C1226;C1229;C1266;C1509;C1758
C1272,support,values_owned,euclidean,4,M047;M050;M051;M052,7,2,1,1,C1233;C1272;C1416;C1517;C1672;C1745;C1808
C1280,support,freeflow_form,euclidean,4,M074;M077;M078;M081,4,2,1,1,C0922;C0984;C1280;C1555
C1286,support,v1_markers,euclidean,3,M078;M081;M082,10,2,1,3,C0033;C0034;C0035;C0069;C0070;C0569;C0983;C1211;C1286;C1458
C1318,support,values_owned,euclidean,4,M004;M047;M050;M052,4,2,1,1,C1317;C1318;C1416;C1745
C1333,support,values_owned,euclidean,4,M003;M004;M024;M052,4,2,1,1,C1145;C1333;C1512;C1527
C1344,support_watch,posture,euclidean,6,M003;M004;M024;M047;M050;M051,5,2,1,1,C0709;C0925;C0926;C1344;C1700
C1352,support_watch,values_disclosure,euclidean,9,M003;M021;M034;M035;M036;M037;M038;M040;M046,7,2,1,1,C0218;C0618;C0999;C1086;C1352;C1410;C1573
